Jump #,Date,Drop Zone,Aircraft,Jump Type,Exit Alt,Depl Alt,Delay (s),Notes
1303,2000-10-25,Mile-Hi,Cessna 206,Freestyle,10500,,,Solo / Connie's 1st tandem!
1304,2000-12-23,Mile-Hi,King Air,RW,12500,,,Jill's Level 8-1 (1st solo)
1305,2001-01-21,Mile-Hi,King Air,RW,12500,,,Jill's Level 8-6
1306,2001-01-21,Mile-Hi,King Air,RW,12500,,,Jill's Level 8-7
1307,2001-04-01,Mile-Hi,King Air,RW,12500,,,AFF practice w/DJan

1308,2001-04-15,Brush,Twin Otter,RW,13500,,,DJan AFF Level 4 practice
1309,2001-04-15,Brush,Twin Otter,RW,13500,,,Level 8 w/Sid
1310,2001-04-15,Brush,Twin Otter,RW,13000,,,DJan AFF Level3 practice
1311,2001-05-12,Mile-Hi,King Air,RW,12100,,56,2-way w/Dena
1312,2001-05-12,Mile-Hi,King Air,RW,12000,,53,Coach eval w/Jay (cat G)
1313,2001-05-12,Mile-Hi,King Air,RW,12600,,61,Coach eval w/Jay (cat G)
1314,2001-05-12,Mile-Hi,King Air,RW,12000,,58,3-way w/Jay/SteveSassetti
1315,2001-05-13,Mile-Hi,King Air,RW,12400,,61,6-way w/Jay/Steve/Rob/Scott/Jason
1316,2001-05-13,Mile-Hi,King Air,CRW,12000,,4,"Open high ""6-way"" CRW / Steve & I ""bumped end-cells"""
1317,2001-06-09,Mile-Hi,King Air,RW,12500,,59,10-way w/Walt
1318,2001-06-10,Mile-Hi,King Air,RW,12500,,62,Coach jump w/JoshBillman
1319,2001-07-06,Mile-Hi,Twin Otter,RW,12300,,40,2-way + no-contact CRW w/Steve

1320,2001-07-07,Calhan,Caravan,RW,11200,,53,10-way
1321,2001-07-07,Calhan,Caravan,RW,11400,,51,3D dive w/Skratch/Steve
1322,2001-08-18,Calhan,Caravan,Tracking,11400,,50,Track/sit w/Gary
1323,2001-08-18,Calhan,Caravan,Tracking,11900,,53,Tracking w/Gary/Skratch
1324,2001-11-04,Mile-Hi,King Air,RW,12300,,55,2-way w/Drew
1325,2002-09-28,Brush,King Air,RW,12500,,,Recurrency! (solo)

1326,2002-09-28,Brush,Casa,RW,13500,,,6-way w/Skratch
1327,2002-09-29,Brush,Casa,RW,13500,,,11-way
1328,2002-09-29,Brush,Casa,RW,13500,,,Coach Kory
1329,2002-11-10,Brush,King Air,RW,13500,,,4-way w/Brian
1330,2002-11-10,Brush,King Air,RW,13500,,,4-way w/Brian
1331,2003-09-20,Lamar,Casa,RW,14000,,,3-way w/Anita/Rich

1332,2003-09-20,Lamar,Casa,RW,14000,,,19-way w/Ponce
1333,2003-09-20,Lamar,Casa,RW,13500,,,18-way w/Ponce
1334,2003-09-20,Lamar,Casa,RW,13000,,,14-way w/Anita
1335,2003-09-21,Lamar,Casa,RW,13000,,,10-way w/Mary/John
1336,2003-09-21,Lamar,Casa,RW,13500,,,12-way w/John
1337,2003-09-21,Lamar,Casa,RW,13500,,,11-way w/John

1338,2003-09-21,Lamar,Casa,RW,13000,,,11-way w/John
1339,2004-05-12,Mile-Hi,Twin Otter,RW,12500,,,Practice new throw-out
1340,2004-06-05,Mile-Hi,Casa,RW,12500,,,3-way w/Brian/Garl
1341,2004-06-05,Mile-Hi,Casa,RW,12500,,,3-way w/Daena/Skratch
1342,2004-06-20,Mile-Hi,Twin Otter,RW,12500,,,4-way coached by Courtney
1343,2004-06-20,Mile-Hi,Twin Otter,RW,12500,,,4-way coached by Courtney

1344,2004-10-02,Moab,King Air,RW,11000,,,7-way
1345,2004-10-02,Moab,Twin Otter,RW,12500,,,6-way
1346,2005-05-07,Mile-Hi,Twin Otter,RW,12500,,,4-way scrambles
1347,2005-05-21,Mile-Hi,Twin Otter,RW,12500,,,6-way w/Nena/Tad
1348,2005-05-21,Mile-Hi,Twin Otter,RW,12500,,,6-way
1349,2005-05-21,Mile-Hi,Twin Otter,RW,12500,,,6-way

1350,2005-05-21,Mile-Hi,Twin Otter,RW,12500,,,6-way
1351,2005-07-09,Mile-Hi,Twin Otter,RW,12500,,,4-way w/Jim/Erica
1352,2005-07-09,Mile-Hi,Twin Otter,RW,12500,,,4-way w/Jim/Erica
1353,2006-03-05,Mile-Hi,King Air,RW,12500,,,Swoop Linda's Tandem
1354,2006-10-07,Mile-Hi,Twin Otter,RW,12500,,,6-way
1355,2006-10-07,Mile-Hi,Twin Otter,RW,12500,,,4-way

1356,2007-07-01,Mile-Hi,King Air,Hop and Pop,5000,,,
1357,2007-07-08,Mile-Hi,Twin Otter,RW,11600,,,9-way
1358,2007-07-08,Mile-Hi,Twin Otter,RW,12500,,,5-way
1359,2007-10-28,Mile-Hi,Twin Otter,RW,12500,,,6-way
1360,2007-10-28,Mile-Hi,Twin Otter,RW,12500,,,6-way
1361,2007-10-28,Mile-Hi,Twin Otter,RW,12500,,,6-way

1362,2008-08-17,Mile-Hi,Twin Otter,RW,12000,,,Eric's tandem swoop
1363,2008-09-20,Mile-Hi,Twin Otter,RW,12500,,,5-way w/Tad/Rob/Jim/Phil
1364,2008-09-20,Mile-Hi,Twin Otter,RW,12500,,,5-way
1365,2008-10-04,Mile-Hi,Twin Otter,RW,12500,,,4-way w/RobD/Tad
1366,2008-10-04,Mile-Hi,Twin Otter,RW,12500,,,5-way
1367,2008-10-04,Mile-Hi,Twin Otter,RW,12500,,,5-way

1368,2008-10-04,Mile-Hi,Twin Otter,RW,12500,,,6-way
1369,2009-06-28,Mile-Hi,Twin Otter,RW,6000,,,"""low"" exit"
1370,2009-06-28,Mile-Hi,Twin Otter,RW,12500,,,2-way w/Oleg
1371,2009-06-28,Boulder,Cessna 206,RW,8500,,,3-way w/Oleg
1372,2009-08-14,Boulder,Cessna 206,RW,10500,,,2-way w/Oleg
1373,2009-08-21,Boulder,Cessna 206,RW,9000,,,2-way w/Oleg

1374,2010-05-16,Mile-Hi,Twin Otter,RW,12000,,,2-way w/Oleg
1375,2010-05-16,Mile-Hi,Twin Otter,RW,12000,,,2-way w/Oleg
1376,2010-05-16,Mile-Hi,Twin Otter,RW,10500,,,2-way swoop w/Oleg
1377,2010-05-16,Mile-Hi,Twin Otter,Hop and Pop,12500,12000,,"""XC"""
1378,2010-06-05,Mile-Hi,Twin Otter,RW,11400,,,7-way w/JimM
1379,2010-06-05,Mile-Hi,Twin Otter,RW,11400,,,6-way w/JimM

1380,2010-06-05,Mile-Hi,Twin Otter,RW,11700,,,3-way w/JimM
1381,2010-09-24,Mile-Hi,Cessna 206,RW,10500,,,Solo
1382,2010-10-02,Orange,Twin Otter,RW,13500,,,6-way w/BrianG
1383,2010-10-02,Orange,Twin Otter,RW,13500,,,6-way
1384,2010-10-02,Orange,Twin Otter,RW,13500,,,6-way
1385,2010-10-03,Lebanon,Twin Otter,RW,13500,,,9-way w/DrPete/Hiroto

1386,2010-10-03,Lebanon,Twin Otter,RW,13500,,,10-way
1387,2010-10-03,Lebanon,Twin Otter,RW,13500,,,8-way
1388,2010-10-03,Lebanon,Twin Otter,RW,13500,,,9-way
1389,2010-10-03,Lebanon,Twin Otter,RW,13500,,,7-way
1390,2011-05-13,Mile-Hi,King Air,Hop and Pop,4000,,,
1391,2011-05-27,Mile-Hi,King Air,RW,12500,,,No-lift dives / watch guy's 1st solo

1392,2011-06-18,Fort Morgan,King Air,RW,13150,,,2-way w/Skyler
1393,2011-06-18,Fort Morgan,King Air,RW,13000,,,2-way w/Jim
1394,2011-06-18,Fort Morgan,King Air,RW,13000,,,3-way w/Luna/Jim
1395,2011-06-24,Mile-Hi,King Air,RW,12500,,,2-way w/JefferyBrucato
1396,2011-06-26,Fort Morgan,King Air,RW,13000,,,2-way w/JohnKerr
1397,2011-06-26,Fort Morgan,King Air,Sit-Fly,13000,,,2-way sit-fly w/John

1398,2011-06-26,Fort Morgan,King Air,RW,13000,,,2-way w/Mark
1399,2011-06-26,Fort Morgan,King Air,Sit-Fly,13000,,,2-way sit w/John
1400,2011-06-26,Fort Morgan,Cessna 182,RW,4500,,,2-way w/Peter & Pie!
1401,2011-07-17,Fort Morgan,King Air,RW,12500,,,3-way w/Marianne/Zack
1402,2011-07-17,Fort Morgan,King Air,RW,12500,,,3-way w/JD/Zack
1403,2011-07-23,Lebanon,Twin Otter,RW,13000,,,5-way w/DrPete/Ann/H-man/Dick

1404,2011-07-23,Lebanon,Twin Otter,RW,11500,,,9-way w/DrPete/Ann/Jen/Shireen/H-Man/Fred
1405,2011-07-23,Lebanon,Twin Otter,RW,13500,,,12-way w/DrPete/Ann/Nicole/Hiroto
1406,2011-07-23,Lebanon,Twin Otter,RW,13000,,,9-way w/DrPete/Ann/H-man
1407,2011-07-23,Lebanon,Twin Otter,RW,13500,,,8-way w/DrPete/Ann/Hiroto/Shireen
1408,2011-07-30,Fort Morgan,King Air,RW,12500,,,3-way w/Jill/Richard
1409,2011-07-30,Fort Morgan,King Air,RW,13000,,,5-way w/Richard/Bruce/Don/Jim

1410,2011-07-30,I-76 Speedway,,Hop and Pop,4250,3000,,Demo into I-76 Speedway - landed at edge of area!
1411,2011-08-14,Fort Morgan,King Air,RW,13000,,,5-way (org) w/Troy/Gabe/Heather/Alex
1412,2011-08-14,Fort Morgan,King Air,RW,12500,,,4-way (org) w/Rich/Luna/Troy
1413,2011-08-20,Fort Morgan,King Air,RW,13000,,,3-way (org) w/Daryl/James
1414,2011-08-20,Fort Morgan,,RW,12500,,,3-way (org) w/Daryl/James
1415,2011-08-20,Fort Morgan,King Air,Hybrid,12500,,,3-way hybrid w/Daryl/James

1416,2011-08-20,Fort Morgan,King Air,RW,12500,,,3-way w/Daryl/James
1417,2011-08-20,Fort Morgan,King Air,RW,12500,,,4-way w/Marion/JD/Montana
1418,2011-08-20,Fort Morgan,King Air,Hybrid,12500,,,6-way hybrid w/Marion(vid)/Montana/Troy/Scott/Swen/Allan
1419,2011-09-11,Fort Morgan,King Air,RW,12500,,,3-way w/Dwight/Jeff
1420,2011-09-11,Fort Morgan,,RW,12500,,,4-way w/Jeff/Dwight/Zac
1421,2011-09-11,Fort Morgan,Cessna 182,RW,8000,,,4-way w/Marion/Zac/Dwight

1422,2011-09-17,Mile-Hi,Twin Otter,RW,12500,,,9-way w/JimM/Tad/Bob/Alan - 6 points!
1423,2011-09-17,Mile-Hi,Twin Otter,RW,12500,,,9-way w/JimM - 2 points
1424,2011-09-17,Mile-Hi,Twin Otter,RW,9000,,,9-way w/JimM - 3 points
1425,2011-09-25,Mile-Hi,Twin Otter,RW,12500,,,6-way w/Jim - 0 points
1426,2011-09-25,Mile-Hi,Twin Otter,RW,12000,,,7-way w/Jim - ~4.5 points
1427,2011-09-25,Mile-Hi,Twin Otter,RW,12000,,,7-way w/Jim - 2.5 points

1428,2011-09-25,Mile-Hi,Twin Otter,RW,12000,,,5-way w/Jim/Shannon
1429,2011-10-01,Mile-Hi,Twin Otter,RW,12000,,,5-way w/Jim - 7 points
1430,2011-10-01,Mile-Hi,Twin Otter,RW,12000,,,6-way w/Jim - 7 points
1431,2011-10-01,Mile-Hi,Twin Otter,RW,12000,,,5-way - 7 points
1432,2011-10-01,Mile-Hi,Twin Otter,RW,12000,,,7-way - 5.5 points
1433,2012-03-24,Mile-Hi,Twin Otter,RW,12500,,,6-way

1434,2012-03-24,Mile-Hi,Twin Otter,RW,12500,,,6-way w/Kevin/Skyler
1435,2012-03-24,Mile-Hi,Twin Otter,RW,12500,,,4-way w/Kevin/Skyler
1436,2012-04-29,Mile-Hi,Twin Otter,RW,12500,,,19-way (big-way clinic)
1437,2012-04-29,Mile-Hi,Twin Otter,RW,12500,,,18-way
1438,2012-04-29,Mile-Hi,Twin Otter,RW,12500,,,19-way
1439,2012-04-29,Mile-Hi,Twin Otter,RW,12500,,,14-way - 3 points

1440,2012-05-05,Mile-Hi,Twin Otter,RW,12500,,,10-way w/JimM
1441,2012-05-05,Mile-Hi,Twin Otter,RW,12000,,,9-way
1442,2012-05-05,Mile-Hi,Twin Otter,RW,12000,,,8-way
1443,2012-05-20,Mile-Hi,King Air,Hop and Pop,5000,,10,
1444,2012-05-20,Mile-Hi,King Air,RW,12500,,,2-way w/Luna
1445,2012-05-26,Mile-Hi,Twin Otter,Hop and Pop,6500,,10,

1446,2012-05-26,Mile-Hi,Twin Otter,RW,12500,,,"11-way ""speed star"""
1447,2012-05-26,Mile-Hi,Twin Otter,Tracking,12500,,,Tracking dive! w/Pattrick
1448,2012-05-27,Fort Morgan,King Air,RW,13000,,,5-way
1449,2012-05-27,Fort Morgan,King Air,RW,12000,,,4-way
1450,2012-06-16,Mile-Hi,Twin Otter,RW,11800,,,4-way clinic
1451,2012-06-16,Mile-Hi,Twin Otter,RW,12100,,,4-way clinic

1452,2012-06-16,Mile-Hi,Twin Otter,RW,11500,,,4-way clinic
1453,2012-06-16,Mile-Hi,Twin Otter,RW,10700,,,4-way clinic
1454,2012-06-21,Mile-Hi,King Air,Hop and Pop,12500,,4,High pull
1455,2012-06-22,Mile-Hi,King Air,Hop and Pop,5500,,10,
1456,2012-06-22,Mile-Hi,King Air,RW,12700,,,3-way w/LeanneSchwab/MattReilly
1457,2012-06-23,Mile-Hi,Twin Otter,RW,12500,,,7-way

1458,2012-06-23,Mile-Hi,Twin Otter,RW,13000,,,8-way
1459,2012-06-23,Mile-Hi,Twin Otter,RW,12500,,,7-way
1460,2012-06-30,Mile-Hi,Twin Otter,RW,12500,,,9-way w/Jim
1461,2012-06-30,Mile-Hi,Twin Otter,RW,12500,,,10-way
1462,2012-06-30,Mile-Hi,Twin Otter,RW,12500,,,10-way
1463,2012-07-15,Mile-Hi,Twin Otter,RW,12500,,,8-way w/Jim/Alan/Tad/Glen

1464,2012-07-15,Mile-Hi,Twin Otter,RW,12500,,,8-way
1465,2012-07-15,Mile-Hi,Twin Otter,RW,12000,,,8-way
1466,2012-08-18,Perris,Twin Otter,RW,12500,,,6-way w/Darryld/Doug/Laura
1467,2012-08-18,Perris,Twin Otter,RW,12500,,,6-way
1468,2012-08-18,Perris,Twin Otter,RW,12500,,,3-way w/Eloise/Amanda (Eloise just got A license)
1469,2012-08-18,Perris,Twin Otter,RW,12500,,,5-way w/Darryld/MarySantAngelo

1470,2012-08-18,Perris,Twin Otter,RW,12500,,,4-way w/Darryd/MikeMuscat/Keith
1471,2012-08-25,Mile-Hi,Twin Otter,RW,15000,,,"23-way ""Whacker"" - 3 points (Jim's Big-Way weekend)"
1472,2012-08-25,Mile-Hi,Twin Otter,RW,15000,,,"23-way ""Whacker"" - 4 points"
1473,2012-08-25,Mile-Hi,Twin Otter,RW,15000,,,"24-way ""Diamond Dogs"" - 2 points"
1474,2012-08-25,Mile-Hi,Twin Otter,RW,15000,,,"24-way ""Diamond Dogs"" - not complete"
1475,2012-08-26,Mile-Hi,Twin Otter,RW,15000,,,"24-way ""Traci's Tirade"" - 2 points"

1476,2012-08-26,Mile-Hi,Twin Otter,RW,15000,,,"24-way ""Traci's Tirade"" - 2 points"
1477,2012-08-26,Mile-Hi,Twin Otter,RW,15000,,,"24-way ""Bipolar"" - 1 point - nice!"
1478,2012-08-26,Mile-Hi,Twin Otter,RW,15000,,,"24-way ""Whacker"" - 2 points"
1479,2012-09-16,Mile-Hi,Twin Otter,RW,12500,,,11-way w/Jim
1480,2012-09-16,Mile-Hi,Twin Otter,RW,12500,,,10-way w/Jim
1481,2012-09-16,Mile-Hi,Twin Otter,RW,12500,,,9-way w/Jim

1482,2012-09-16,Mile-Hi,Twin Otter,RW,12500,,,8-way w/Jim
1483,2012-09-16,Mile-Hi,Twin Otter,RW,12500,,,7-way w/Jim
1484,2012-09-22,Mile-Hi,Twin Otter,RW,12500,,,21-way - POPS CO record!
1485,2012-09-22,Mile-Hi,Twin Otter,RW,12500,,,21-way
1486,2012-09-22,Mile-Hi,Twin Otter,RW,12500,,,21-way
1487,2012-09-22,Mile-Hi,Twin Otter,RW,12500,,,16-way

1488,2012-10-21,Mile-Hi,Twin Otter,Hop and Pop,5000,3000,,1st jump on my Storm 150
1489,2012-10-21,Mile-Hi,Twin Otter,Hop and Pop,5000,3000,,2nd jump on Storm
1490,2012-11-04,Mile-Hi,King Air,RW,12500,,,8-way
1491,2012-11-04,Mile-Hi,King Air,RW,12500,,,8-way
1492,2012-12-04,Eloy,Twin Otter,RW,14500,,,21-way
1493,2012-12-04,Eloy,Twin Otter,RW,13500,,,23-way

1494,2012-12-04,Eloy,Twin Otter,RW,13500,,,23-way
1495,2012-12-04,Eloy,Twin Otter,RW,13500,,,33-way (formation load)
1496,2012-12-05,Eloy,Twin Otter,RW,13500,,,~17-way (sector of 126-way)
1497,2012-12-05,Eloy,Skyvan,RW,13500,,,~35-way (2 sectors)
1498,2012-12-05,Eloy,Twin Otter,RW,13500,,,9-way
1499,2012-12-06,Eloy,Twin Otter,RW,16000,,,POPS attempt #1 (125-way)

1500,2012-12-06,Eloy,Twin Otter,RW,16000,,,POPS attempt #2
1501,2012-12-06,Eloy,Twin Otter,RW,16000,,,POPS attempt #3
1502,2012-12-06,Eloy,Twin Otter,RW,16000,,,POPS attempt #4
1503,2012-12-07,Eloy,Twin Otter,RW,16000,,,POPS attempt #5
1504,2012-12-07,Eloy,Twin Otter,RW,16000,,,POPS attempt #6
1505,2012-12-07,Eloy,Twin Otter,RW,16000,,,POPS attempt #7

1506,2012-12-07,Eloy,Twin Otter,RW,16000,,,POPS attempt #8
1507,2012-12-08,Eloy,Skyvan,RW,16000,,,POPS attempt #9
1508,2012-12-08,Eloy,Skyvan,RW,16000,,,POPS attempt #10
1509,2012-12-08,Eloy,Skyvan,RW,18000,,,POPS attempt #11
1510,2012-12-08,Eloy,Skyvan,RW,18000,,,POPS attempt #12
1511,2012-12-09,Eloy,Skyvan,RW,18000,,,POPS (record) attempt #13

1512,2012-12-09,Eloy,Skyvan,RW,18000,,,POPS (record) attempt #14
1513,2012-12-09,Eloy,Skyvan,RW,18000,,,POPS (record) attempt #15 - [incomplete] 121-way
1514,2013-03-31,Mile-Hi,Twin Otter,RW,12500,,,12-way
1515,2013-03-31,Mile-Hi,Twin Otter,RW,12500,,,9-way

1516,2013-03-31,Mile-Hi,Twin Otter,RW,12500,,,4-way
1517,2013-05-12,Mile-Hi,Twin Otter,RW,12500,,,15-way (Rookie Big-Way)
1518,2013-05-12,Mile-Hi,Twin Otter,RW,12500,,,~15-way (Rookie Big-Way)
1519,2013-05-12,Mile-Hi,Twin Otter,RW,12500,,,~15-way (Rookie Big-Way)
1520,2013-05-12,Mile-Hi,Twin Otter,RW,12500,,,~15-way (Rookie Big-Way)
1521,2013-05-12,Mile-Hi,Twin Otter,RW,12500,,,8-way w/Jim/Leanne/Katia

1522,2013-05-19,Mile-Hi,Twin Otter,RW,12500,,,11-way
1523,2013-05-19,Mile-Hi,Twin Otter,RW,12500,,,11-way
1524,2013-05-19,Mile-Hi,Twin Otter,RW,12500,,,11-way
1525,2013-05-19,Mile-Hi,Twin Otter,RW,9500,,,11-way
1526,2013-06-08,Mile-Hi,Twin Otter,RW,12500,,,4-way (clinic) w/Kevin/Chris/Mike - 14 points!
1527,2013-06-08,Mile-Hi,Twin Otter,RW,10800,,,4-way

1528,2013-06-08,Mile-Hi,Twin Otter,RW,12500,,,4-way
1529,2013-06-08,Mile-Hi,Twin Otter,RW,12000,,,4-way
1530,2013-06-23,Mile-Hi,Twin Otter,RW,12500,,,14-way
1531,2013-06-23,Mile-Hi,Twin Otter,RW,12500,,,14-way
1532,2013-06-23,Mile-Hi,Twin Otter,RW,12500,,,14-way
1533,2013-06-23,Mile-Hi,Twin Otter,RW,11200,,,13-way

1534,2013-07-02,Mile-Hi,Cessna 206,Hop and Pop,5000,3000,,
1535,2013-07-07,Mile-Hi,Twin Otter,RW,12500,,,9-way
1536,2013-07-07,Mile-Hi,Twin Otter,RW,12500,,,15-way
1537,2013-07-07,Mile-Hi,Twin Otter,RW,12500,,,4-way - 16 points!
1538,2013-07-21,Mile-Hi,Twin Otter,RW,12500,,,5-way
1539,2013-07-21,Mile-Hi,Twin Otter,RW,12500,,,7-way

